path,bytes,lines,sha256,lexical_screen,direct_read_lines_union,direct_scope
.cargo/audit.toml,946,20,43144e4d8f5040ce3e00a4b01d6277573c479128fbd0a85875e2ed0dba4e1e17,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-py/ai_memory_anthropic_shim/_capture.py,5841,165,e5ab4b32185953db444d044ea585e9eeab489283f32eb71fb3218709cb5ed546,all lines; not semantic audit,165,full file
clients/anthropic-shim-py/ai_memory_anthropic_shim/_extract.py,3475,98,a6cb786f9677b7253fae3db8eddc8e8cf4201bec5ed30e9d0297f8ea77ce08ad,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-py/ai_memory_anthropic_shim/shim.py,6747,185,359671b40885c6fdc1b9d03b14b41cf03d1c66f91b7f7a02ceda6eee0ea655ee,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-py/pyproject.toml,1893,61,c4b9f4a4c0a9c1d9f67012a14dce255cb54a8e3450ba8585dd2805fe0efdc48a,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-py/tests/test_capture_error.py,1888,58,4a8ee95d74b6e147a7fd6fe457d55f18d03c8c38494c9a85d5f823edd290cc7c,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-py/tests/test_extract.py,2419,63,e60c268bd9f282be3319408582aa777807f1fc26f6a3fef7726486ca02a93d68,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-py/tests/test_shim.py,7696,213,6538ae98e6cdef08802aa887954b29478704b0e9a36114ee401d1d59f622b574,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-ts/__tests__/capture.test.ts,2885,87,fe559802dddc53b1b859414094b7f1690e14f404e4f8e77093984e6083071712,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-ts/__tests__/extract.test.ts,1849,55,23b83af5b64fc2db10170b23cdce442bea0a16d11b0dbf6cf7c5960cd5286341,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-ts/__tests__/integration.test.ts,2294,62,42d233e42e38787b518fa2972aeb91f1d345f6d8360a174faa4964215789b140,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-ts/__tests__/shim.test.ts,4082,118,4a24ef919723746403ea9a51d2002da4f8b45d66c70474e9b2bde086fcd97fc4,all lines; not semantic audit,0,not claimed
clients/anthropic-shim-ts/src/index.ts,11691,353,2f32d6fe3813c8841bdc09671283c555ed11842f12f0faaccc48b0d0db79bc42,all lines; not semantic audit,0,not claimed
clients/host-adapter-shim/bash/capture-turn.sh,6545,176,68a534cd97d41bce8a90f43688eab5e043fb9a6278a365a7d2ae336bd6bc64a7,all lines; not semantic audit,0,not claimed
clients/host-adapter-shim/node/capture-turn.mjs,6433,212,5c07bacd9e96ad6253d9a18aa41c6acbff3e2beff65bd989676e4483c88f015e,all lines; not semantic audit,0,not claimed
clients/host-adapter-shim/python/capture_turn.py,5654,184,64e5b24f89a4c140a87ede829182d82c7d1d7cae3956081f01d76ca44af8b8c7,all lines; not semantic audit,0,not claimed
clients/openai-shim-py/ai_memory_openai_shim/__init__.py,972,30,ca1b213c6de399d5c2c4e435ec24d67198ba167fdd1dae51ce36fb88759b892a,all lines; not semantic audit,0,not claimed
clients/openai-shim-py/ai_memory_openai_shim/_capture.py,5183,153,ae125b643ae2e78da0da3361e07ddc992e9a6d046847e8ed93b539f1d9b7733e,all lines; not semantic audit,153,full file
clients/openai-shim-py/ai_memory_openai_shim/_extract.py,3174,96,7b18ef241f6cc747017d6b635ea468f58255e076848e8e585d369bdbb8ead911,all lines; not semantic audit,0,not claimed
clients/openai-shim-py/ai_memory_openai_shim/shim.py,5728,163,465aaa121312c63bc455c770a67477ebfade4368d2d9adfbac6604a553b087f9,all lines; not semantic audit,163,full file
clients/openai-shim-py/pyproject.toml,1802,60,58a248ce0a3a0240329d5b1dda94ecb7ba7b600323ec6608c43b0f89cdf8c378,all lines; not semantic audit,0,not claimed
clients/openai-shim-py/tests/test_capture_error.py,1885,58,8b0a5cab4a8fe3618af860c9d8a3e1e10f6396eed5ce6dc3a87e2caee8d5e414,all lines; not semantic audit,0,not claimed
clients/openai-shim-py/tests/test_extract.py,2050,60,863779d89789c1315149ba799cb84ff3a511f75968fae47d1f393329311a736f,all lines; not semantic audit,0,not claimed
clients/openai-shim-py/tests/test_shim.py,7121,222,f3463f4973fd33a1042169c9c786a80bd83b633bc10701cd1162fa7668bb78b2,all lines; not semantic audit,0,not claimed
clients/openai-shim-ts/__tests__/capture.test.ts,2885,87,fe559802dddc53b1b859414094b7f1690e14f404e4f8e77093984e6083071712,all lines; not semantic audit,0,not claimed
clients/openai-shim-ts/__tests__/extract.test.ts,1758,54,4a17037283dd39af84f25cdf0d95f6a5d632d38b34051dc6468b70d653cc2903,all lines; not semantic audit,0,not claimed
clients/openai-shim-ts/__tests__/integration.test.ts,2083,60,067208d350b458c28f841e5b35f71d77686e32c6f90b7a6eed281efbd53ab0c2,all lines; not semantic audit,0,not claimed
clients/openai-shim-ts/__tests__/shim.test.ts,3968,120,923da35dfba0faf7ecbef33e49607d7a7bcb279b7deb61549388d539cdc90746,all lines; not semantic audit,0,not claimed
clients/openai-shim-ts/src/index.ts,12624,379,41bc47ad41f630f4cae1db4c87783fac1695465df3fa3193267b5a26f7171559,all lines; not semantic audit,0,not claimed
clippy.toml,1916,33,d8792ad75f2b3ccd915337825659dd6fd00a49badfeef7c7d8723b1b9920bad5,all lines; not semantic audit,0,not claimed
conformance/readers/reader.mjs,18433,472,6d511e5a554ae99d0eea831c1403a6b816e56d1ec6b0946475629fffa3ea2342,all lines; not semantic audit,0,not claimed
conformance/readers/reader.py,21537,513,7b062ec1188b144e738ff05a88680c3fb02c6c23885e8123c113705456bc00fc,all lines; not semantic audit,0,not claimed
cookbook/agent-external-governance/01-deny-bash.sh,7825,191,b360afa6869794d0dd87ca7e11a77dcd4587caba6f917b49fd4c5dc627276fa5,all lines; not semantic audit,0,not claimed
cookbook/atomisation/01-basic-flow.sh,7487,160,f14fe22452ac7528ac583eae17f1ce135d72ba4fa6c6c7f5b86f68fdace402e2,all lines; not semantic audit,0,not claimed
cookbook/atomisation/02-cli-atomise-recall-flow.sh,3500,102,337041cf0d73ec78d25c3a01874dd89eff19b3b85b2e399ab716faa60cb19c0c,all lines; not semantic audit,0,not claimed
cookbook/atomisation/03-forensic-bundle-walk.sh,4026,113,22dd81617137a11e6cd4ad28ce340beb08a095764eb7c33389fb6cee5da636ea,all lines; not semantic audit,0,not claimed
cookbook/context-offload/01-offload-large-tool-output.sh,3749,91,611110933ec5a4d696581e6a9671166f188b21fb64659d5ec1e86134c0954338,all lines; not semantic audit,0,not claimed
cookbook/file-backed-export/01-export-and-inspect.sh,9549,229,416c32b97a46d7e98e7058d70e354cbecc29deda624f19fbc53a1c1002b22c96,all lines; not semantic audit,0,not claimed
cookbook/multistep-ingest/01-two-phase.sh,3920,98,964ad97e9703a6f3d5680fb7a3f82ae331c2e5aeaba8bee3e5952fdff03f2001,all lines; not semantic audit,0,not claimed
cookbook/nhi-self-curation/01-any-agent.sh,10009,208,4e35f9bb130186a28c63361527f58d1350a23097115267706e663cf14b67d53f,all lines; not semantic audit,0,not claimed
cookbook/persona/01-build-persona-from-observations.sh,11764,281,7f23469ca9cd9e3c20bdbd4fba7053035ff7e75d53df5fcb155e23611aeb32d5,all lines; not semantic audit,0,not claimed
cookbook/production-deployment/01-secure-bootstrap.sh,11914,268,ecd7856e42884131221b4c86e47181a2fab29e3dcd9c1fa9f039eb2e4a0eaedf,all lines; not semantic audit,0,not claimed
cookbook/recursive-learning/01-bounded-recursive-refinement.sh,11262,238,12ce66c69ae4b874b4e804a4a31d2dc8db0760226abadab44678309fd2d26e7e,all lines; not semantic audit,0,not claimed
cookbook/recursive-learning/02-curator-driven-reflection.sh,11873,245,92efaa09649e27d6167e6fa18bfb34bf457c022c3837f82c3517c09acf2bd6f3,all lines; not semantic audit,0,not claimed
cookbook/recursive-learning/03-reflection-to-skill-promote.sh,13042,281,1b8daad9a13e9cdd4693ce148a163c5c0bae64c495a3d63fb3b51944e88fdfb0,all lines; not semantic audit,0,not claimed
cookbook/recursive-learning/04-forensic-bundle.sh,11433,241,50e4447ea076c013ab970493c8a2ee4c203e20a7dad9e9a78a643c8511f1b908,all lines; not semantic audit,0,not claimed
cookbook/recursive-learning/05-autoresearch-composition.sh,13190,259,92f419663b3f60c2619d82fd28db419a0fa505bb486f9ec5fd70959b23234022,all lines; not semantic audit,0,not claimed
coverage/check-thresholds.sh,5244,148,939a39a0554abdd7f86b78bb80100e381aa967b0c770666fea060e9150a96c6a,all lines; not semantic audit,0,not claimed
coverage/thresholds.toml,31151,291,9d8e76962cd5d9fe011fef7a1bea6cfd11776eaa6c546e3a1c2de1fa96470282,all lines; not semantic audit,0,not claimed
coverage/tier-classification.toml,9046,186,9f42672a1ae5fe2b0cb2b6ccde3a9327a5dbda0be32b2cc8c2eb865616bff884,all lines; not semantic audit,0,not claimed
deploy/do-1461/atlas/ingest.sh,8982,156,86a36774bef0ffd0be032b78ff484f083066671d3e52698dd84eda427445b53a,all lines; not semantic audit,0,not claimed
deploy/do-1461/atlas/run.sh,22204,358,0cfdf8725c78428906763e32c8209966a14c50c34ad8d4eff52b6f859a1975bf,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/00_render_inventory.sh,782,19,01d9b9fa7d2774e326d07932de17d756f1e6b3861c4c86f86bba6cca1991e0d9,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/05_wait_ssh.sh,778,22,d055edf272d0922097b151bc6862073c242e38e8392558207b9f8881af71eae7,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/10_binary.sh,2619,49,6ece918e363a40a0a73197c7b7737b2546b51303da8fdfe662e953d754b01e28,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/15_tls.sh,6102,126,6e8bcf8f030344757c7d66d7dc63579bf0ecea38833044e77defe8d85a783d10,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/20_pg_age.sh,18835,334,cc4767971cd0b3387cab54d35b6502f91ef16960fd08ed4e0784f225cfbf44a2,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/25_ollama_embed.sh,6075,143,effec2ff3600920ab3e46ad4323a2d57713cf5bb4c2ad5670fa67d759cc5a1d8,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/30_config.sh,7941,192,7805bd2874a751a7f72d7da00fad235fbb613c05762789f852f0c6abe41a1d35,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/45_zero_touch.sh,9148,157,bdd42f6bce72ef6d9b18fa748c52c4c8a7d8a9f41f36c0929b1a286cd36e3e25,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/46_batman.sh,16015,280,69a2fbe386b8bc6e0cbc61a463870108ab9685fe0c6d07c5728c015657020880,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/50_federation.sh,10403,190,1e78d6c8ae43f19c55f59efce40ecde85d4de705860c4e2c0521ffab071fc29e,all lines; not semantic audit,0,not claimed
deploy/do-1461/provision/lib.sh,49265,791,418b0a7b04366be28f4d37c97328e6f62a4ba9322edccd8110108f298f88af18,all lines; not semantic audit,0,not claimed
deploy/do-1461/test/encrypted_legs.sh,15567,268,daa032b1f17e42799c4eafb8fd650f0489f42a6924be87a00685bffa1c73f1de,all lines; not semantic audit,0,not claimed
deploy/do-1461/test/recursive.sh,17200,325,cf02022a89abe15886fc6198ff19d15145723e4c927eac97e01c4e91a3c98140,all lines; not semantic audit,0,not claimed
deploy/do-1461/test/run.sh,39863,671,f3b7cc73f8b9f399823b5838906127987d6db086295039829d60c872b8ba2760,all lines; not semantic audit,0,not claimed
deploy/do-1461/validate/run.sh,15784,276,126f139550a1af0d5d420f6b46324a28a72b9daf12c6920afc42e35a022f2c82,all lines; not semantic audit,0,not claimed
deploy/docker-1461/atlas/gen_batches.py,2887,74,4e34a5d575d93a8ebc9e1a3e321ed4c0099a450908dbeafb617da1ed1b8717e3,all lines; not semantic audit,0,not claimed
deploy/docker-1461/atlas/run.sh,17306,319,8211a69568b192cd9a35bc08c34a6e5861e620e48a61c29f4b7504715c3298b8,all lines; not semantic audit,0,not claimed
deploy/docker-1461/bench/embed_bench.py,8509,207,da0de060d4a68c4a84b0bbc39d7aac19a20890c9809ae2b7c7220d6511231e97,all lines; not semantic audit,0,not claimed
deploy/docker-1461/bench/recall_floor.py,13143,327,d9fa7945f5ec644556692659affd3594d6ceaa20516a441827e834f77df6c898,all lines; not semantic audit,0,not claimed
deploy/docker-1461/bench/store_bench.py,9552,242,b7fb24ae4b57b346516e8f0078ceca47a28137f25f802af35c2aac4050978567,all lines; not semantic audit,0,not claimed
deploy/docker-1461/docker-compose.yml,12901,261,267e6fa49d046d04453c2e63e9e75b2ea2d38974d8ccbeff21b3b74129478b63,all lines; not semantic audit,0,not claimed
deploy/docker-1461/pg-hostssl-healthcheck.sh,6449,140,2f5facf64e58dfd47506ab164e644129425272c35e2923517ed2ef43a1ada93b,all lines; not semantic audit,0,not claimed
deploy/docker-1461/provision/00_seed.sh,8383,172,548739c813dfc10a85202a1968c9adb6e019f4030cab6899de75b79743f7aca1,all lines; not semantic audit,0,not claimed
deploy/docker-1461/provision/10_build.sh,2255,50,4aef6caa94c4d64c4368a0d3cfd609825e31cf76f979f793da9df63531d13667,all lines; not semantic audit,0,not claimed
deploy/docker-1461/provision/40_tls.sh,7506,176,c5cc520084c2031405bf3eadd52fe3df6326fecd82b2b32a49ed139ff0f7cd6f,all lines; not semantic audit,0,not claimed
deploy/docker-1461/provision/45_zero_touch.sh,4154,96,176317f8291524f64551b2070af2f2d2e61983f22c84fa16c1372496110b0399,all lines; not semantic audit,0,not claimed
deploy/docker-1461/provision/50_up.sh,2910,59,a5289f50a01acd54d9531b6508e79558498a57dbd99825d3b2b36a30cbb5a52f,all lines; not semantic audit,0,not claimed
deploy/docker-1461/provision/lib.sh,19756,362,48e1e7e68fbeb4bf00ea1bdfd5770961ba9ef43224e682dc4e0c2f0916af2133,all lines; not semantic audit,0,not claimed
deploy/docker-1461/test/run.sh,20978,384,ac3e34eb532a47d76bdec9aa3d16f3fafc020466f03e9be616654489953fdefe,all lines; not semantic audit,0,not claimed
deploy/docker-1461/validate/run.sh,12177,222,06904b3074ae62ed332b9c21edd8e70366bee0f7833dcd8b2b8ecb28c81f82e7,all lines; not semantic audit,0,not claimed
deploy/enterprise-federation-repro/gen-certs.sh,5689,127,e2408924a285d300bd524b2cce873f615b0fbe5556d2070b47bbce0fbbd2f9a7,all lines; not semantic audit,0,not claimed
deploy/enterprise-federation-repro/initdb/01-extensions.sql,1523,30,ddaa331808f130ea6ed951532dc1f3450cf6f454080c25263b9e0fc68bc3275a,all lines; not semantic audit,0,not claimed
deploy/enterprise-federation-repro/lib.sh,16210,287,119503a82e2d104ab3f636c6c6558753f08559fde48f7b9eebb2d9497fb613c0,all lines; not semantic audit,0,not claimed
deploy/enterprise-federation-repro/repro.sh,20729,373,909b4bb4a4f1e3a358adf4631affd2efca6233834b8b2712929e19cb45fb7c74,all lines; not semantic audit,0,not claimed
deploy/enterprise-federation-repro/seed-corpus.sh,4489,108,d85235562a80d3d1012fdd912b99e8e9da49b0c2f26b2a1ec1baf86eac3043f2,all lines; not semantic audit,0,not claimed
deploy/enterprise-federation-repro/verify.sh,11379,190,76988e20bc0c1fc6b85b26e6cc17f2fb2e7a05a1a93fac39f91c2b334e73d287,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/00_render_inventory.sh,782,19,01d9b9fa7d2774e326d07932de17d756f1e6b3861c4c86f86bba6cca1991e0d9,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/05_wait_ssh.sh,778,22,d055edf272d0922097b151bc6862073c242e38e8392558207b9f8881af71eae7,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/10_binary.sh,2621,49,2e09db0f11fccff087505c4bc587b6c8d0209121b37e826586e0f5e5f81081e1,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/20_pg_age.sh,3419,56,c410f1ce6999663c508c61b55136c411c412218f22a97f4c8d7fdc43f5515839,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/25_ollama_embed.sh,2062,38,a617fc9aee319c35f0b6dd54e1b293cd44eaecaa2579a4ebd6f7d0b0870dd376,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/30_config.sh,6946,178,164e6612884c93752487b73e2da1aa92e61817af316280c8a1f4428bf68ae817,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/40_tls.sh,4991,104,9de4064876c0296dca17970da440a62a3d96c9f870f497680fcff2d188d73851,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/45_zero_touch.sh,8371,147,c5b204d7615d2f6ac6725e9d4ec5cbea5b82114e705f62bb230366eb7cad2303,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/50_federation.sh,6931,148,1ac1e571809712609b90561ce1babb8d0d1a972c1e7aaff4f2d38ec4b6e7cc34,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/lib.sh,4989,93,d4117a4b5852dbb29be9e00c89ed2723f875579148e7012d5ca91348b31e8072,all lines; not semantic audit,0,not claimed
deploy/hive-1461/provision/pg-age/bootstrap.sql,1588,35,15a12cc10e10f589e8a3f4c43f3d11405e3fb6b2ffa94a4ba6a61cd0a172cb67,all lines; not semantic audit,0,not claimed
deploy/hive-1461/test/run.sh,23309,420,031bd93fa22922fffa34e9eff57258c996ca24b724dd10c9a09f75426d87c02a,all lines; not semantic audit,0,not claimed
deploy/hive-1461/validate/run.sh,10206,192,9ad20f8512efd3420e3c619df816cff46487fe851c0a29647ed396f5278735b2,all lines; not semantic audit,0,not claimed
deploy/reference-configs/ec-cpu.toml,5917,124,a4d62a244f334fd7cb5fe231c333d35ecc8e435a5b817a33bed03b3663064984,all lines; not semantic audit,0,not claimed
deploy/reference-configs/ec-gpu-shared.toml,4968,116,cd28a33ecd77ff91e8c5b952358e58aa7b35dbd8e871534d9553aeb47607e140,all lines; not semantic audit,0,not claimed
deploy/reference-configs/ec-gpu.toml,4902,115,1a831873617e87a809ffee5392237a0983ac18a0c6909c510dd807b4456706f1,all lines; not semantic audit,0,not claimed
docs/_config.yml,781,20,a3fd2243fb6507a69ace43430761d57370a4b6e79e9311d7be45783452314bcb,all lines; not semantic audit,0,not claimed
docs/deploy/config.asi-hard.toml,3277,85,fec390adc8c8883559ba13a12cabb10c997e7560bdaba10ad974dd669ad9c9a5,all lines; not semantic audit,0,not claimed
docs/deploy/config.standard.toml,1368,43,9bf62bbcd94109a205d86db4295f499e359c5c2e6d733addf051ac773a39a5ab,all lines; not semantic audit,0,not claimed
entrypoint.plan-c.sh,12125,240,88acbfeb0d959ba3b670be2f21aa174c00a580f640b6895a2f138bd621a1cc21,all lines; not semantic audit,0,not claimed
examples/atomise_roundtrip.rs,14131,379,2295a8690fd3a9ef455ac2b6409f11930d60e55ede6604c7108c94956afb7475,all lines; not semantic audit,0,not claimed
examples/attest_sign.rs,8061,196,8912c8a516b7429afdc3b524ba7ac3bb5cad02ac04cfe3ee9e3668513064451a,all lines; not semantic audit,0,not claimed
examples/attest_sign_batch.rs,13518,307,938a49e4078d6cb4577d9e1216f6143dfdd725997e931539513532d16e431e60,all lines; not semantic audit,0,not claimed
examples/fed_issue.rs,26886,664,5996578515edf036b601a5d7108933a4f15f7137a9016cc33eaea459f032e1e8,all lines; not semantic audit,0,not claimed
examples/gen_tls_fixtures.rs,5135,112,bd3d8d65a26e7811bf4aa5810f4f9e35afc0c0fe3ca94fe0ff5d5e6e60cee4a8,all lines; not semantic audit,0,not claimed
examples/multistep_ingest_roundtrip.rs,4670,126,780dd19550b886b6d1399e7ed55ffca3a7e0edefd617c97df6f7096256b27365,all lines; not semantic audit,0,not claimed
examples/offload_roundtrip.rs,4258,122,2a1fad3f6939e7f925ecc66cde27c119bad6bb4b3dd8572c1eef175578dd077a,all lines; not semantic audit,0,not claimed
fuzz/Cargo.toml,653,31,efa1dd23e44f72488a900ea459cfe3248f3e209915e9cc3fc5488a2af8af4f7e,all lines; not semantic audit,0,not claimed
fuzz/fuzz_targets/fuzz_capability.rs,2579,64,5706cc547ebdcb792cbe0e42508fd78785c9b37c3842f7169fce2ef1743c6939,all lines; not semantic audit,0,not claimed
fuzz/fuzz_targets/fuzz_namespace.rs,1390,41,e9b64d3461161bf809bdcc6b3cc0033eb8157a7923e653696bb5c5c0b44933c0,all lines; not semantic audit,0,not claimed
fuzz/fuzz_targets/fuzz_validate.rs,688,25,55c1a2af6dfb0aac12ee9a859e0b115ec905fe86bb22883a356a42cb272791f0,all lines; not semantic audit,0,not claimed
